COD_STR,Dist_to_donor_km,Donor_ID,x1,x2,x3,x4,x5,Donor_KGE
74829,88.8695674038112,33430000,30499.3324470506,-6.1708699176146,440.352914984155,2.16124691893674,0.320436506114843,0.8901956858175
74831,55.0324932926961,34145000,4403.39438023594,0.4204141496662,67.181272399488,1.93522835719207,0.249317167825455,0.738990796429725
74831,55.656580146703,33410000,25949.2206593904,-1.68697058842688,146.6691610377,2.08189195136807,0.277682329655095,0.914555611963049
74831,78.7287008836866,33420000,21856.7762217477,-2.02354175776691,116.822123084815,4.59263613725158,0.227419195252265,0.900343486191298
74831,83.785540739069,33430000,30499.3324470506,-6.1708699176146,440.352914984155,2.16124691893674,0.320436506114843,0.8901956858175
74831,90.9522360630726,33450000,30513.004444203,-6.98494779883771,357.935432502246,1.95559710928005,0.316965356603712,0.923683830326458
74832,38.6153095783476,34145000,4403.39438023594,0.4204141496662,67.181272399488,1.93522835719207,0.249317167825455,0.738990796429725
74832,64.6635635568414,33410000,25949.2206593904,-1.68697058842688,146.6691610377,2.08189195136807,0.277682329655095,0.914555611963049
74832,80.2984369243099,34170000,3233.46697213531,-0.764395063823681,58.8270557929337,3.21782942683295,0.515362279039728,0.864265591330365
74832,86.3047628509348,34142000,2620.69445915279,-0.9778995986334,68.7094237763294,2.76545527646797,0.341987375478729,0.813100065161329
74832,86.4704364099821,33430000,30499.3324470506,-6.1708699176146,440.352914984155,2.16124691893674,0.320436506114843,0.8901956858175
74833,53.3058350370839,34145000,4403.39438023594,0.4204141496662,67.181272399488,1.93522835719207,0.249317167825455,0.738990796429725
74833,64.0243003197999,33410000,25949.2206593904,-1.68697058842688,146.6691610377,2.08189195136807,0.277682329655095,0.914555611963049
74833,83.5076319143286,34170000,3233.46697213531,-0.764395063823681,58.8270557929337,3.21782942683295,0.515362279039728,0.864265591330365
74833,85.8214517287932,34142000,2620.69445915279,-0.9778995986334,68.7094237763294,2.76545527646797,0.341987375478729,0.813100065161329
